article_id,grant_id
337103,337129
337103,337133
337103,337137
337103,337141
337103,337145
337103,337149
337103,337153
337103,337157
337103,337161
337103,337165
337103,337169
337103,337173
337103,337177
337467,337481
337765,337779
337765,337783
337989,338003
338479,338493
338575,338589
338649,338663
338649,338667
339395,339409
349985,349999
349985,350003
353801,353815
353801,353819
357025,357039
357025,357043
357025,357047
357687,357701
357687,357705
357687,357709
357687,357713
358433,358447
358433,358451
358433,358455
358433,358459
362435,362449
362435,362453
362435,362457
362435,362461
363893,363907
370463,370477
376751,376765
376751,376769
376751,376773
376751,376777
376751,376781
376885,376899
376885,376903
377075,377089
377075,377093
377317,377331
377317,377335
377317,377339
377633,377647
377633,377651
377633,377655
377807,377821
378013,378027
378013,378031
378013,378035
378013,378039
378209,378223
378209,378227
378209,378231
378209,378235
378209,378239
378553,378567
378943,378957
378943,378961
378943,378965
378943,378969
379231,379245
379231,379249
379231,379253
381099,381113
381099,381117
382449,382463
382449,382467
382449,382471
382787,382801
382787,382805
382787,382809
382965,382979
383153,383167
383289,383303
383289,383307
383289,383311
383289,383315
383289,383319
383417,383431
383417,383435
383417,383439
383417,383443
383417,383447
383417,383451
383417,383455
383417,383459
383417,383463
383417,383467
383417,383471
383417,383475
383417,383479
383417,383483
383617,383631
383617,383635
383841,383855
384099,384113
384309,384323
384395,384409
384473,384487
384473,384491
384473,384495
385017,385031
385017,385035
385313,385327
385403,385417
385403,385421
385403,385425
385517,385531
385629,385643
385629,385647
385835,385849
386113,386127
386235,386249
386427,386441
386637,386651
386825,386839
387169,387183
387169,387187
388059,388073
390167,390181
390933,390947
390933,390951
390933,390955
390933,390959
391215,391229
391215,391233
392427,392441
392427,392445
392427,392449
392427,392453
392427,392457
392427,392461
394333,394347
394603,394617
394603,394621
394603,394625
394603,394629
394603,394633
395265,395279
395265,395283
395265,395287
395967,395981
397179,397193
397179,397197
397179,397201
397179,397205
397179,397209
397179,397213
397179,397217
397179,397221
397179,397225
397179,397229
397179,397233
397179,397237
397179,397241
397379,397393
397379,397397
397379,397401
397379,397405
397379,397409
397663,397677
397663,397681
397663,397685
397663,397689
397663,397693
397663,397697
397663,397701
397663,397705
397663,397709
397663,397713
397917,397931
397917,397935
397917,397939
397917,397943
397917,397947
397917,397951
397917,397955
397917,397959
398123,398137
398123,398141
398123,398145
398123,398149
398123,398153
398123,398157
398123,398161
398123,398165
398313,398327
398313,398331
398313,398335
398313,398339
398313,398343
398313,398347
398313,398351
398313,398355
398531,398545
398665,398679
398839,398853
399197,399211
399271,399285
399271,399289
399271,399293
399271,399297
399271,399301
399373,399387
399373,399391
399373,399395
401091,401105
401145,401159
405037,405051
413064,413078
413064,413082
413064,413086
413064,413090
413064,413094
413580,413594
413580,413598
418968,418982
418968,418986
418968,418990
419340,419354
419986,420000
420168,420182
420574,420588
435366,435380
435366,435384
448632,448646
448632,448650
459328,459342
461612,461626
463368,463382
463368,463386
463368,463390
463368,463394
463368,463398
463368,463402
463368,463406
463368,463410
463368,463414
463368,463418
463368,463422
463368,463426
464232,464246
469908,469922
474526,474540
476764,476778
476764,476782
476862,476876
477170,477184
477388,477402
477388,477406
477568,477582
477568,477586
479744,479758
479946,479960
480188,480202
480188,480206
480188,480210
480950,480964
482024,482038
482690,482704
484158,484172
484264,484278
484264,484282
484264,484286
486848,486862
486848,486866
487188,487202
490812,490826
490812,490830
490890,490904
491368,491382
491368,491386
491368,491390
491368,491394
491368,491398
491368,491402
491874,491888
491874,491892
491874,491896
491874,491900
491964,491978
491964,491982
492598,492612
492598,492616
493494,493508
494502,494516
495200,495214
496056,496070
496056,496074
496056,496078
496056,496082
496056,496086
496056,496090
496056,496094
496056,496098
496056,496102
496056,496106
496056,496110
496056,496114
496056,496118
496056,496122
496056,496126
496056,496130
496056,496134
496056,496138
496056,496142
496192,496206
496338,496352
498002,498016
499248,499262
500304,500318
500304,500322
500304,500326
500304,500330
502148,502162
502148,502166
502148,502170
502148,502174
502148,502178
502148,502182
502148,502186
502302,502316
502302,502320
502506,502520
502506,502524
502506,502528
502506,502532
502662,502676
502764,502778
502886,502900
502886,502904
502886,502908
502886,502912
503014,503028
503242,503256
503242,503260
503732,503746
503854,503868
503854,503872
503854,503876
503854,503880
504062,504076
504062,504080
504138,504152
504216,504230
504882,504896
505006,505020
505186,505200
505272,505286
505272,505290
505690,505704
505910,505924
505910,505928
505910,505932
506188,506202
506606,506620
506606,506624
506976,506990
506976,506994
506976,506998
506976,507002
506976,507006
506976,507010
506976,507014
506976,507018
506976,507022
506976,507026
506976,507030
506976,507034
508414,508428
508414,508432
508414,508436
508414,508440
508414,508444
509356,509370
509356,509374
509356,509378
509356,509382
509356,509386
509356,509390
509356,509394
509356,509398
509744,509758
509744,509762
509812,509826
509812,509830
509812,509834
510596,510610
511356,511370
511356,511374
511356,511378
511356,511382
511703,511717
511703,511721
511703,511725
511703,511729
511883,511897
511883,511901
511883,511905
511977,511991
512057,512071
512057,512075
512229,512243
512315,512329
512557,512571
512557,512575
512557,512579
512557,512583
512711,512725
512931,512945
512931,512949
512931,512953
512931,512957
513281,513295
513501,513515
513501,513519
513621,513635
513621,513639
513861,513875
514283,514297
514399,514413
514399,514417
514399,514421
514633,514647
514633,514651
514633,514655
514869,514883
514869,514887
515049,515063
515145,515159
515145,515163
515241,515255
515323,515337
515423,515437
515953,515967
516277,516291
516277,516295
516581,516595
516885,516899
516885,516903
517099,517113
517445,517459
517531,517545
517843,517857
518145,518159
518265,518279
518265,518283
518399,518413
518529,518543
518615,518629
518615,518633
518615,518637
518615,518641
518615,518645
518827,518841
518827,518845
519037,519051
519037,519055
519273,519287
519539,519553
519539,519557
519539,519561
519539,519565
519805,519819
519805,519823
519805,519827
520123,520137
520123,520141
520123,520145
520669,520683
520669,520687
520669,520691
520755,520769
520949,520963
520949,520967
521237,521251
521463,521477
521973,521987
522083,522097
522203,522217
522359,522373
522359,522377
522527,522541
522527,522545
522703,522717
522703,522721
522829,522843
522829,522847
522829,522851
523107,523121
523107,523125
523107,523129
523107,523133
523107,523137
523227,523241
523333,523347
523333,523351
523333,523355
523333,523359
523621,523635
523721,523735
523721,523739
523721,523743
523721,523747
523721,523751
523843,523857
523843,523861
523843,523865
523843,523869
523989,524003
523989,524007
523989,524011
523989,524015
524233,524247
524233,524251
524233,524255
524233,524259
524233,524263
524649,524663
524649,524667
524649,524671
524649,524675
524885,524899
524975,524989
524975,524993
524975,524997
525369,525383
525569,525583
525731,525745
526349,526363
526349,526367
526349,526371
526349,526375
526349,526379
526349,526383
526709,526723
526935,526949
526935,526953
526935,526957
527085,527099
527249,527263
527249,527267
527249,527271
527249,527275
527353,527367
527465,527479
527561,527575
527561,527579
527561,527583
527561,527587
527895,527909
528047,528061
528047,528065
528157,528171
528263,528277
528263,528281
528263,528285
528387,528401
528387,528405
528387,528409
528651,528665
528747,528761
529351,529365
529443,529457
529497,529511
529705,529719
529705,529723
529705,529727
529865,529879
529865,529883
529985,529999
529985,530003
530091,530105
530091,530109
530221,530235
530221,530239
530221,530243
530221,530247
530221,530251
530221,530255
530221,530259
530501,530515
530501,530519
530501,530523
530729,530743
530957,530971
531189,531203
531407,531421
531407,531425
531709,531723
531709,531727
531709,531731
531709,531735
531837,531851
532097,532111
532097,532115
532279,532293
532375,532389
532375,532393
532375,532397
532553,532567
532553,532571
532553,532575
532683,532697
532683,532701
532781,532795
533433,533447
533565,533579
533565,533583
533715,533729
534063,534077
535117,535131
535317,535331
535873,535887
535873,535891
535971,535985
535971,535989
536373,536387
536373,536391
536451,536465
537159,537173
537159,537177
537159,537181
537159,537185
537391,537405
537391,537409
537479,537493
537479,537497
538151,538165
538287,538301
538287,538305
538287,538309
538287,538313
538691,538705
538691,538709
538691,538713
538691,538717
539109,539123
543493,543507
543879,543893
546485,546499
546485,546503
546485,546507
546989,547003
546989,547007
552895,552909
552895,552913
552895,552917
552895,552921
554233,554247
557207,557221
557611,557625
557611,557629
557611,557633
561649,561663
565769,565783
565769,565787
565769,565791
565769,565795
568983,568997
569257,569271
569751,569765
569751,569769
571145,571159
571263,571277
571263,571281
571263,571285
571263,571289
571263,571293
571263,571297
572815,572829
572815,572833
572815,572837
572815,572841
573263,573277
573263,573281
573263,573285
573755,573769
573755,573773
574507,574521
574507,574525
574507,574529
575289,575303
576203,576217
576405,576419
576813,576827
577081,577095
577195,577209
577195,577213
577195,577217
577277,577291
577431,577445
577431,577449
577431,577453
577431,577457
577597,577611
577597,577615
577705,577719
577705,577723
577801,577815
577801,577819
577801,577823
577889,577903
577889,577907
577889,577911
577889,577915
577889,577919
578033,578047
578033,578051
578033,578055
578033,578059
578033,578063
578033,578067
578209,578223
578209,578227
578209,578231
578209,578235
578209,578239
578209,578243
578209,578247
578209,578251
578209,578255
578209,578259
578209,578263
578433,578447
578433,578451
578735,578749
578735,578753
578735,578757
581483,581497
581483,581501
581483,581505
581483,581509
581617,581631
581761,581775
582053,582067
582053,582071
584791,584805
584791,584809
585601,585615
585601,585619
587435,587449
592315,592329
592315,592333
596639,596653
596639,596657
599051,599065
599169,599183
599169,599187
599275,599289
599275,599293
599275,599297
599737,599751
599737,599755
600059,600073
600059,600077
600059,600081
600219,600233
600219,600237
600219,600241
600219,600245
600735,600749
600735,600753
600735,600757
600735,600761
600735,600765
600735,600769
600735,600773
600735,600777
600735,600781
600735,600785
601493,601507
601493,601511
601493,601515
601617,601631
602649,602663
602649,602667
602649,602671
602649,602675
602649,602679
602649,602683
602649,602687
603031,603045
603031,603049
603031,603053
603633,603647
603633,603651
603633,603655
603633,603659
604209,604223
604335,604349
604335,604353
604435,604449
604791,604805
604791,604809
604791,604813
604791,604817
604791,604821
605099,605113
605099,605117
607457,607471
607457,607475
607457,607479
611703,611717
613551,613565
614841,614855
618781,618795
618959,618973
621609,621623
621609,621627
621609,621631
621609,621635
621609,621639
621753,621767
621927,621941
622073,622087
622287,622301
622395,622409
622569,622583
622569,622587
623045,623059
623045,623063
623175,623189
623395,623409
623565,623579
623651,623665
623797,623811
624015,624029
624015,624033
624015,624037
624015,624041
624247,624261
624247,624265
624892,624906
626594,626608
626594,626612
626594,626616
626766,626780
626912,626926
626912,626930
628408,628422
628408,628426
628486,628500
628486,628504
628486,628508
629180,629194
629180,629198
629180,629202
631554,631568
631554,631572
632368,632382
632368,632386
632474,632488
632474,632492
632584,632598
632584,632602
632724,632738
632724,632742
633170,633184
633170,633188
633170,633192
633314,633328
633450,633464
633450,633468
633450,633472
633450,633476
633450,633480
633638,633652
633638,633656
633828,633842
634546,634560
634546,634564
634632,634646
634632,634650
634862,634876
634862,634880
634862,634884
634862,634888
634862,634892
634862,634896
634862,634900
634862,634904
634968,634982
634968,634986
634968,634990
634968,634994
635378,635392
635496,635510
635496,635514
635496,635518
635496,635522
635496,635526
635496,635530
635692,635706
635692,635710
636052,636066
636200,636214
636200,636218
637524,637538
637524,637542
638376,638390
638376,638394
638376,638398
639378,639392
639378,639396
639378,639400
639378,639404
648328,648342
650064,650078
650064,650082
650064,650086
650064,650090
650064,650094
650064,650098
650064,650102
650064,650106
650064,650110
650064,650114
650064,650118
650344,650358
650344,650362
650556,650570
650654,650668
650654,650672
650654,650676
650654,650680
651130,651144
651130,651148
651130,651152
651330,651344
651430,651444
651430,651448
651430,651452
652358,652372
652358,652376
652358,652380
652358,652384
652358,652388
652358,652392
652358,652396
652992,653006
653074,653088
653074,653092
653074,653096
653294,653308
653568,653582
653568,653586
653804,653818
653978,653992
654362,654376
655350,655364
655350,655368
655350,655372
655350,655376
655350,655380
655350,655384
656580,656594
656580,656598
656936,656950
656936,656954
656936,656958
656936,656962
657052,657066
657052,657070
657052,657074
657682,657696
657682,657700
657682,657704
657794,657808
657794,657812
658450,658464
658450,658468
658450,658472
658450,658476
658450,658480
658450,658484
660728,660742
660728,660746
662644,662658
662644,662662
663470,663484
663470,663488
668930,668944
668930,668948
668930,668952
670884,670898
670884,670902
670884,670906
671100,671114
679784,679798
683066,683080
683066,683084
683674,683688
683674,683692
685554,685568
685554,685572
685554,685576
685554,685580
685554,685584
685554,685588
685554,685592
685554,685596
685554,685600
688072,688086
688072,688090
688072,688094
688072,688098
688072,688102
688072,688106
689372,689386
689372,689390
689372,689394
689372,689398
689372,689402
689372,689406
689372,689410
689372,689414
690298,690312
690298,690316
690298,690320
692040,692054
692040,692058
692040,692062
692154,692168
692154,692172
692154,692176
692660,692674
692762,692776
693130,693144
693130,693148
693130,693152
693212,693226
693212,693230
693212,693234
693212,693238
693212,693242
693212,693246
693212,693250
693212,693254
693994,694008
694160,694174
695886,695900
697710,697724
697994,698008
697994,698012
697994,698016
697994,698020
697994,698024
698144,698158
698738,698752
698738,698756
698738,698760
698738,698764
698738,698768
698738,698772
699252,699266
699252,699270
699252,699274
699252,699278
699636,699650
699868,699882
700134,700148
700134,700152
700134,700156
700134,700160
700134,700164
700294,700308
700294,700312
700294,700316
700294,700320
700294,700324
700294,700328
700294,700332
700294,700336
700294,700340
700294,700344
700294,700348
700556,700570
700796,700810
700796,700814
700796,700818
700796,700822
700796,700826
700796,700830
700796,700834
700796,700838
700796,700842
700992,701006
702790,702804
703202,703216
703276,703290
703276,703294
703276,703298
703276,703302
703276,703306
703276,703310
703276,703314
703276,703318
703276,703322
703276,703326
703276,703330
703276,703334
703276,703338
703276,703342
704302,704316
704302,704320
704530,704544
704530,704548
704530,704552
704622,704636
704622,704640
704622,704644
704704,704718
705558,705572
705558,705576
705704,705718
705704,705722
705704,705726
705704,705730
705704,705734
705704,705738
705704,705742
705900,705914
706286,706300
706608,706622
707022,707036
707022,707040
707022,707044
707022,707048
707022,707052
707022,707056
707022,707060
707432,707446
707432,707450
707432,707454
707744,707758
707744,707762
707974,707988
708274,708288
708274,708292
708618,708632
708618,708636
708618,708640
708618,708644
709744,709758
709744,709762
709744,709766
709744,709770
709744,709774
709744,709778
711316,711330
711316,711334
711316,711338
711316,711342
711316,711346
711316,711350
711316,711354
711316,711358
711498,711512
711498,711516
711844,711858
711968,711982
711968,711986
711968,711990
711968,711994
711968,711998
711968,712002
711968,712006
711968,712010
711968,712014
711968,712018
711968,712022
712292,712306
712652,712666
712652,712670
712858,712872
713296,713310
713296,713314
713394,713408
713394,713412
713394,713416
714294,714308
714294,714312
714294,714316
714396,714410
714520,714534
714610,714624
714610,714628
714958,714972
714958,714976
714958,714980
715090,715104
715090,715108
725444,725458
725544,725558
725764,725778
725764,725782
725764,725786
725764,725790
725764,725794
725764,725798
725896,725910
726126,726140
726452,726466
726452,726470
726452,726474
726452,726478
726452,726482
726452,726486
726452,726490
726652,726666
726652,726670
726652,726674
726652,726678
726792,726806
726792,726810
726792,726814
726792,726818
726792,726822
726792,726826
726792,726830
726792,726834
727054,727068
727054,727072
727256,727270
727396,727410
727396,727414
727396,727418
727396,727422
727560,727574
727560,727578
727560,727582
727560,727586
727560,727590
727722,727736
727722,727740
727722,727744
727722,727748
727892,727906
727892,727910
727892,727914
727892,727918
728034,728048
728128,728142
728128,728146
728128,728150
728240,728254
728346,728360
728346,728364
728346,728368
728346,728372
728554,728568
728554,728572
728742,728756
728742,728760
734952,734966
741005,741019
741005,741023
741005,741027
741765,741779
741765,741783
741765,741787
741765,741791
741765,741795
741765,741799
741765,741803
742589,742603
743549,743563
743729,743743
744349,744363
746891,746905
747313,747327
747313,747331
747313,747335
747313,747339
749339,749353
749339,749357
749339,749361
749339,749365
749339,749369
753787,753801
760099,760113
760099,760117
760099,760121
763689,763703
765179,765193
765179,765197
765179,765201
765697,765711
765879,765893
765879,765897
765879,765901
765879,765905
765879,765909
765879,765913
765879,765917
765879,765921
765879,765925
765879,765929
766755,766769
766755,766773
766755,766777
767495,767509
767495,767513
767495,767517
767495,767521
767867,767881
767989,768003
767989,768007
767989,768011
767989,768015
767989,768019
768481,768495
768481,768499
768481,768503
768481,768507
768481,768511
768481,768515
768481,768519
768481,768523
769019,769033
770997,771011
770997,771015
771095,771109
771095,771113
771095,771117
771095,771121
771095,771125
771095,771129
771389,771403
771389,771407
771389,771411
771531,771545
771531,771549
771531,771553
771975,771989
771975,771993
771975,771997
772431,772445
773527,773541
773527,773545
773763,773777
774357,774371
774589,774603
775725,775739
775975,775989
775975,775993
776159,776173
776473,776487
776781,776795
776781,776799
776931,776945
776931,776949
777047,777061
777047,777065
777199,777213
777693,777707
778641,778655
778747,778761
779997,780011
779997,780015
779997,780019
779997,780023
779997,780027
779997,780031
780163,780177
780163,780181
780163,780185
780163,780189
780163,780193
780163,780197
780163,780201
780163,780205
780329,780343
780329,780347
780329,780351
780329,780355
781133,781147
781133,781151
781133,781155
781715,781729
781897,781911
781897,781915
782521,782535
782719,782733
783975,783989
784157,784171
784157,784175
784157,784179
784157,784183
784157,784187
789975,789989
790059,790073
791011,791025
793681,793695
793681,793699
793681,793703
793791,793805
794017,794031
794197,794211
794457,794471
795193,795207
795193,795211
795311,795325
795311,795329
796455,796469
796455,796473
796455,796477
796455,796481
796619,796633
797049,797063
797513,797527
797513,797531
797943,797957
797943,797961
797943,797965
797943,797969
797943,797973
797943,797977
798675,798689
798675,798693
798675,798697
798953,798967
798953,798971
798953,798975
799417,799431
800561,800575
800561,800579
800561,800583
800561,800587
800561,800591
800561,800595
800717,800731
800717,800735
800939,800953
800939,800957
800939,800961
801523,801537
801523,801541
801669,801683
801755,801769
801837,801851
802415,802429
802415,802433
802665,802679
802665,802683
802665,802687
802779,802793
802779,802797
802975,802989
802975,802993
802975,802997
802975,803001
802975,803005
802975,803009
802975,803013
803553,803567
804537,804551
804537,804555
804537,804559
804537,804563
804897,804911
804897,804915
804897,804919
804897,804923
804897,804927
805221,805235
805221,805239
805221,805243
805221,805247
805221,805251
805553,805567
805629,805643
805629,805647
805629,805651
805629,805655
805629,805659
805629,805663
805823,805837
806419,806433
806661,806675
806969,806983
806969,806987
806969,806991
806969,806995
807097,807111
807097,807115
807399,807413
807399,807417
807399,807421
807399,807425
807399,807429
807731,807745
807731,807749
807731,807753
807843,807857
808293,808307
808293,808311
808293,808315
808293,808319
808743,808757
808935,808949
808935,808953
808935,808957
809059,809073
809059,809077
809059,809081
809193,809207
809193,809211
809193,809215
809193,809219
809193,809223
809925,809939
810529,810543
810819,810833
811263,811277
811263,811281
811263,811285
811375,811389
814867,814881
814867,814885
814867,814889
814867,814893
815125,815139
818571,818585
820271,820285
820271,820289
820271,820293
820271,820297
820271,820301
820271,820305
820271,820309
820271,820313
825209,825223
825209,825227
832263,832277
832263,832281
832427,832441
832427,832445
833955,833969
837937,837951
838357,838371
838807,838821
838807,838825
842001,842015
842001,842019
842001,842023
842001,842027
842001,842031
842001,842035
848655,848669
855252,855266
855252,855270
870562,870576
873990,874004
873990,874008
874366,874380
874492,874506
874492,874510
874602,874616
874602,874620
885270,885284
886772,886786
888692,888706
912940,912954
923172,923186
923742,923756
928044,928058
928044,928062
928044,928066
931242,931256
931242,931260
932290,932304
932290,932308
932290,932312
932290,932316
932290,932320
932290,932324
932290,932328
932290,932332
932290,932336
932290,932340
932538,932552
932856,932870
932856,932874
933270,933284
933270,933288
933644,933658
933644,933662
933644,933666
933644,933670
937294,937308
937618,937632
937618,937636
938980,938994
939110,939124
939538,939552
939818,939832
943042,943056
943042,943060
943042,943064
943042,943068
943042,943072
943042,943076
943042,943080
943484,943498
943686,943700
943902,943916
944198,944212
944198,944216
944438,944452
944438,944456
944438,944460
944438,944464
944706,944720
944706,944724
944878,944892
944878,944896
945502,945516
945502,945520
945588,945602
945708,945722
945864,945878
946010,946024
946236,946250
946236,946254
946236,946258
946236,946262
946512,946526
946512,946530
946512,946534
946690,946704
947214,947228
947214,947232
947214,947236
947308,947322
947420,947434
947420,947438
947622,947636
947708,947722
948350,948364
948436,948450
948436,948454
948436,948458
948628,948642
948788,948802
948788,948806
948788,948810
948788,948814
948788,948818
949030,949044
949030,949048
