article_id,grant_id
1330886,1330900
1330886,1330904
1330974,1330988
1330974,1330992
1331996,1332010
1332566,1332580
1332690,1332704
1333028,1333042
1333400,1333414
1333400,1333418
1333576,1333590
1333576,1333594
1333576,1333598
1333764,1333778
1336416,1336430
1336508,1336522
1336784,1336798
1337042,1337056
1337298,1337312
1337558,1337572
1337788,1337802
1338366,1338380
1338766,1338780
1340526,1340540
1340526,1340544
1341034,1341048
1341226,1341240
1342238,1342252
1342238,1342256
1342764,1342778
1343870,1343884
1344684,1344698
1344684,1344702
1344918,1344932
1345250,1345264
1345250,1345268
1345250,1345272
1347502,1347516
1347502,1347520
1347502,1347524
1347502,1347528
1349920,1349934
1349920,1349938
1349920,1349942
1350360,1350374
1350360,1350378
1350360,1350382
1350360,1350386
1350360,1350390
1350586,1350600
1350762,1350776
1351280,1351294
1351442,1351456
1351442,1351460
1351442,1351464
1351442,1351468
1351442,1351472
1351968,1351982
1351968,1351986
1351968,1351990
1351968,1351994
1351968,1351998
1351968,1352002
1351968,1352006
1351968,1352010
1351968,1352014
1351968,1352018
1352438,1352452
1352770,1352784
1352770,1352788
1353248,1353262
1353248,1353266
1353590,1353604
1353590,1353608
1353894,1353908
1353894,1353912
1353894,1353916
1353894,1353920
1354694,1354708
1355550,1355564
1355736,1355750
1357374,1357388
1358386,1358400
1358820,1358834
1358820,1358838
1358820,1358842
1358820,1358846
1358820,1358850
1358820,1358854
1358820,1358858
1358820,1358862
1358996,1359010
1359080,1359094
1359080,1359098
1359080,1359102
1359080,1359106
1359080,1359110
1359080,1359114
1359240,1359254
1359486,1359500
1359486,1359504
1359578,1359592
1359774,1359788
1359908,1359922
1360046,1360060
1360046,1360064
1360046,1360068
1360306,1360320
1360424,1360438
1360424,1360442
1360424,1360446
1360424,1360450
1360546,1360560
1360546,1360564
1360676,1360690
1360942,1360956
1360942,1360960
1360942,1360964
1360942,1360968
1360942,1360972
1360942,1360976
1361300,1361314
1361794,1361808
1361794,1361812
1361980,1361994
1361980,1361998
1362412,1362426
1362412,1362430
1365382,1365396
1365382,1365400
1365382,1365404
1365382,1365408
1365382,1365412
1365382,1365416
1365382,1365420
1365382,1365424
1365808,1365822
1366370,1366384
1366370,1366388
1366370,1366392
1366370,1366396
1366456,1366470
1367504,1367518
1367504,1367522
1367504,1367526
1368026,1368040
1368026,1368044
1368250,1368264
1368250,1368268
1368250,1368272
1368250,1368276
1368536,1368550
1368710,1368724
1368710,1368728
1368710,1368732
1368710,1368736
1368924,1368938
1369500,1369514
1369956,1369970
1369956,1369974
1369956,1369978
1370058,1370072
1370192,1370206
1370192,1370210
1370192,1370214
1370192,1370218
1370192,1370222
1370192,1370226
1370192,1370230
1370192,1370234
1370192,1370238
1370192,1370242
1370372,1370386
1370372,1370390
1370508,1370522
1370508,1370526
1370508,1370530
1370508,1370534
1370508,1370538
1370508,1370542
1370508,1370546
1370998,1371012
1370998,1371016
1370998,1371020
1370998,1371024
1370998,1371028
1370998,1371032
1370998,1371036
1370998,1371040
1370998,1371044
1370998,1371048
1370998,1371052
1370998,1371056
1371330,1371344
1371330,1371348
1371330,1371352
1371486,1371500
1371486,1371504
1371486,1371508
1371486,1371512
1371486,1371516
1371486,1371520
1371624,1371638
1371624,1371642
1371624,1371646
1371624,1371650
1371624,1371654
1371624,1371658
1371624,1371662
1371624,1371666
1371624,1371670
1371624,1371674
1371624,1371678
1371802,1371816
1371910,1371924
1371910,1371928
1371910,1371932
1371910,1371936
1371910,1371940
1371910,1371944
1371910,1371948
1371910,1371952
1372138,1372152
1372138,1372156
1372138,1372160
1372138,1372164
1380636,1380650
1380636,1380654
1380910,1380924
1381028,1381042
1381028,1381046
1381140,1381154
1381250,1381264
1381250,1381268
1381250,1381272
1381250,1381276
1381458,1381472
1381458,1381476
1381458,1381480
1381458,1381484
1381570,1381584
1381670,1381684
1381714,1381728
1381714,1381732
1381886,1381900
1381886,1381904
1381886,1381908
1381886,1381912
1381886,1381916
1381886,1381920
1381886,1381924
1381886,1381928
1382078,1382092
1382580,1382594
1382752,1382766
1382752,1382770
1383462,1383476
1383462,1383480
1383642,1383656
1383642,1383660
1383642,1383664
1383642,1383668
1383642,1383672
1383642,1383676
1383642,1383680
1383642,1383684
1383642,1383688
1383642,1383692
1383642,1383696
1383642,1383700
1383642,1383704
1383642,1383708
1383642,1383712
1383642,1383716
1383642,1383720
1383642,1383724
1383642,1383728
1383642,1383732
1383642,1383736
1383642,1383740
1383642,1383744
1383642,1383748
1383642,1383752
1383642,1383756
1383642,1383760
1383642,1383764
1383642,1383768
1383642,1383772
1383642,1383776
1383642,1383780
1383642,1383784
1383642,1383788
1383642,1383792
1383642,1383796
1383642,1383800
1383642,1383804
1383642,1383808
1383642,1383812
1384759,1384773
1384991,1385005
1384991,1385009
1385611,1385625
1385611,1385629
1385611,1385633
1386115,1386129
1386199,1386213
1386199,1386217
1386471,1386485
1386471,1386489
1387039,1387053
1387039,1387057
1387139,1387153
1387139,1387157
1387139,1387161
1387333,1387347
1387479,1387493
1387479,1387497
1387479,1387501
1387479,1387505
1387479,1387509
1387479,1387513
1387479,1387517
1387479,1387521
1387705,1387719
1387705,1387723
1387705,1387727
1387705,1387731
1387705,1387735
1387705,1387739
1387705,1387743
1387895,1387909
1387895,1387913
1387895,1387917
1388079,1388093
1388123,1388137
1388123,1388141
1388123,1388145
1388123,1388149
1388123,1388153
1388123,1388157
1388123,1388161
1388123,1388165
1388123,1388169
1388123,1388173
1388123,1388177
1388489,1388503
1388489,1388507
1388489,1388511
1388911,1388925
1388911,1388929
1388911,1388933
1388911,1388937
1388911,1388941
1388911,1388945
1388911,1388949
1388911,1388953
1388911,1388957
1388911,1388961
1388911,1388965
1388911,1388969
1388911,1388973
1388911,1388977
1388911,1388981
1388911,1388985
1388911,1388989
1388911,1388993
1388911,1388997
1389561,1389575
1389561,1389579
1389757,1389771
1390603,1390617
1390919,1390933
1391091,1391105
1391091,1391109
1391091,1391113
1391901,1391915
1391901,1391919
1391901,1391923
1392815,1392829
1393519,1393533
1394799,1394813
1395053,1395067
1395053,1395071
1395223,1395237
1395575,1395589
1395575,1395593
1395575,1395597
1395575,1395601
1395575,1395605
1395575,1395609
1395771,1395785
1395931,1395945
1396033,1396047
1396033,1396051
1396033,1396055
1396469,1396483
1396469,1396487
1396469,1396491
1396709,1396723
1396709,1396727
1396901,1396915
1396993,1397007
1397389,1397403
1397389,1397407
1397389,1397411
1397389,1397415
1397913,1397927
1398227,1398241
1398585,1398599
1398755,1398769
1398755,1398773
1401137,1401151
1401137,1401155
1402383,1402397
1402383,1402401
1402383,1402405
1402383,1402409
1402725,1402739
1403183,1403197
1403183,1403201
1403183,1403205
1403183,1403209
1403183,1403213
1404359,1404373
1404715,1404729
1404857,1404871
1405107,1405121
1405107,1405125
1405107,1405129
1405107,1405133
1405107,1405137
1405107,1405141
1405107,1405145
1405107,1405149
1405107,1405153
1405419,1405433
1405419,1405437
1405419,1405441
1405419,1405445
1406415,1406429
1406415,1406433
1406415,1406437
1406415,1406441
1406695,1406709
1406695,1406713
1406695,1406717
1406695,1406721
1406795,1406809
1406795,1406813
1406795,1406817
1406795,1406821
1406795,1406825
1406951,1406965
1406951,1406969
1407073,1407087
1407073,1407091
1407073,1407095
1407073,1407099
1407283,1407297
1407283,1407301
1407283,1407305
1407445,1407459
1407445,1407463
1407445,1407467
1407445,1407471
1407619,1407633
1407817,1407831
1411761,1411775
1412295,1412309
1412295,1412313
1412295,1412317
1412295,1412321
1412295,1412325
1412295,1412329
1412929,1412943
1412929,1412947
1412929,1412951
1413763,1413777
1413763,1413781
1413763,1413785
1413845,1413859
1413845,1413863
1414101,1414115
1414101,1414119
1416671,1416685
1416963,1416977
1417723,1417737
1417723,1417741
1417723,1417745
1417723,1417749
1417723,1417753
1425355,1425369
1425599,1425613
1425599,1425617
1428109,1428123
1428691,1428705
1428691,1428709
1428691,1428713
1428691,1428717
1429129,1429143
1430561,1430575
1431649,1431663
1431649,1431667
1431649,1431671
1431649,1431675
1431755,1431769
1431755,1431773
1435497,1435511
1435561,1435575
1435561,1435579
1435561,1435583
1437865,1437879
1437865,1437883
1437865,1437887
1437865,1437891
1437865,1437895
1437865,1437899
1437865,1437903
1437865,1437907
1437865,1437911
1437865,1437915
1438261,1438275
1438261,1438279
1439999,1440013
1439999,1440017
1439999,1440021
1444315,1444329
1446497,1446511
1446497,1446515
1449915,1449929
1450087,1450101
1454349,1454363
1454349,1454367
1454349,1454371
1454349,1454375
1454349,1454379
1454653,1454667
1455623,1455637
1457235,1457249
1457235,1457253
1457235,1457257
1457235,1457261
1457235,1457265
1457235,1457269
1457235,1457273
1457235,1457277
1457235,1457281
1457235,1457285
1457235,1457289
1457235,1457293
1457235,1457297
1457235,1457301
1457235,1457305
1457235,1457309
1457491,1457505
1457491,1457509
1457491,1457513
1457491,1457517
1457491,1457521
1457661,1457675
1457661,1457679
1457661,1457683
1457661,1457687
1457661,1457691
1457661,1457695
1457661,1457699
1457661,1457703
1457915,1457929
1457915,1457933
1457915,1457937
1457915,1457941
1457915,1457945
1457915,1457949
1457915,1457953
1457915,1457957
1458119,1458133
1458119,1458137
1458119,1458141
1458119,1458145
1458119,1458149
1458119,1458153
1458365,1458379
1458365,1458383
1458365,1458387
1458365,1458391
1458543,1458557
1458543,1458561
1458967,1458981
1459463,1459477
1459463,1459481
1459463,1459485
1459463,1459489
1459463,1459493
1459463,1459497
1459463,1459501
1459463,1459505
1459463,1459509
1459707,1459721
1459707,1459725
1459707,1459729
1460013,1460027
1460135,1460149
1460135,1460153
1460135,1460157
1460135,1460161
1460429,1460443
1460429,1460447
1460429,1460451
1460685,1460699
1460685,1460703
1460685,1460707
1460819,1460833
1461447,1461461
1461773,1461787
1462145,1462159
1462145,1462163
1462145,1462167
1462145,1462171
1462145,1462175
1462317,1462331
1462317,1462335
1462317,1462339
1462709,1462723
1462709,1462727
1462709,1462731
1462709,1462735
1462709,1462739
1462709,1462743
1462709,1462747
1462889,1462903
1462889,1462907
1462889,1462911
1462889,1462915
1462889,1462919
1462889,1462923
1462889,1462927
1463049,1463063
1463049,1463067
1463049,1463071
1463579,1463593
1463735,1463749
1463951,1463965
1463951,1463969
1464771,1464785
1464771,1464789
1464869,1464883
1465011,1465025
1465011,1465029
1465279,1465293
1470411,1470425
1470411,1470429
1470411,1470433
1470639,1470653
1470771,1470785
1471015,1471029
1471523,1471537
1471523,1471541
1471523,1471545
1471523,1471549
1471523,1471553
1471523,1471557
1471691,1471705
1471691,1471709
1472185,1472199
1472185,1472203
1472185,1472207
1472307,1472321
1472307,1472325
1472307,1472329
1472307,1472333
1472405,1472419
1473009,1473023
1473009,1473027
1473009,1473031
1473603,1473617
1473603,1473621
1473603,1473625
1474019,1474033
1474019,1474037
1474399,1474413
1474399,1474417
1474505,1474519
1474609,1474623
1474803,1474817
1475125,1475139
1475431,1475445
1475783,1475797
1475939,1475953
1476569,1476583
1476847,1476861
1476847,1476865
1476847,1476869
1478633,1478647
1479555,1479569
1480705,1480719
1480705,1480723
1480705,1480727
1480983,1480997
1480983,1481001
1480983,1481005
1480983,1481009
1480983,1481013
1480983,1481017
1480983,1481021
1481221,1481235
1481221,1481239
1481221,1481243
1481221,1481247
1481221,1481251
1482193,1482207
1483223,1483237
1483223,1483241
1483859,1483873
1483859,1483877
1483859,1483881
1484019,1484033
1484193,1484207
1484193,1484211
1484381,1484395
1484515,1484529
1484515,1484533
1484515,1484537
1484515,1484541
1484515,1484545
1484605,1484619
1484699,1484713
1484793,1484807
1484793,1484811
1484861,1484875
1484861,1484879
1485129,1485143
1485437,1485451
1485543,1485557
1485707,1485721
1486559,1486573
1486559,1486577
1489111,1489125
1490081,1490095
1490081,1490099
1490081,1490103
1490215,1490229
1492414,1492428
1492414,1492432
1494008,1494022
1494008,1494026
1494008,1494030
1494008,1494034
1494008,1494038
1494008,1494042
1494432,1494446
1494432,1494450
1494432,1494454
1495230,1495244
1495230,1495248
1495230,1495252
1495344,1495358
1503564,1503578
1504946,1504960
1504946,1504964
1504946,1504968
1504946,1504972
1505044,1505058
1505044,1505062
1505044,1505066
1505180,1505194
1505180,1505198
1505180,1505202
1505180,1505206
1505180,1505210
1505180,1505214
1505180,1505218
1505838,1505852
1505838,1505856
1505838,1505860
1505972,1505986
1505972,1505990
1505972,1505994
1506650,1506664
1506732,1506746
1506732,1506750
1506732,1506754
1506732,1506758
1506732,1506762
1506732,1506766
1506732,1506770
1506732,1506774
1506732,1506778
1507578,1507592
1507578,1507596
1508366,1508380
1508652,1508666
1508652,1508670
1512016,1512030
1512016,1512034
1513762,1513776
1513762,1513780
1514048,1514062
1514048,1514066
1514986,1515000
1515102,1515116
1515102,1515120
1515102,1515124
1515102,1515128
1515230,1515244
1515416,1515430
1515416,1515434
1515416,1515438
1515654,1515668
1515654,1515672
1515654,1515676
1515980,1515994
1515980,1515998
1516108,1516122
1516190,1516204
1516190,1516208
1516190,1516212
1516452,1516466
1516544,1516558
1516544,1516562
1516544,1516566
1516678,1516692
1516678,1516696
1516678,1516700
1516678,1516704
1516994,1517008
1517178,1517192
1517178,1517196
1517536,1517550
1517620,1517634
1517620,1517638
1517770,1517784
1517866,1517880
1518052,1518066
1518052,1518070
1518052,1518074
1518278,1518292
1518750,1518764
1518750,1518768
1518874,1518888
1518874,1518892
1519272,1519286
1519672,1519686
1519672,1519690
1519892,1519906
1519892,1519910
1519892,1519914
1520144,1520158
1520332,1520346
1520602,1520616
1520602,1520620
1520704,1520718
1521048,1521062
1521340,1521354
1521340,1521358
1521340,1521362
1521454,1521468
1521454,1521472
1521454,1521476
1521728,1521742
1521728,1521746
1521814,1521828
1522026,1522040
1522248,1522262
1522248,1522266
1522248,1522270
1522248,1522274
1522248,1522278
1522248,1522282
1522406,1522420
1522406,1522424
1522588,1522602
1522588,1522606
1522588,1522610
1522588,1522614
1522588,1522618
1522732,1522746
1522840,1522854
1523372,1523386
1523372,1523390
1523372,1523394
1523372,1523398
1523372,1523402
1523520,1523534
1523870,1523884
1524400,1524414
1524928,1524942
1524928,1524946
1525268,1525282
1525268,1525286
1525268,1525290
1525268,1525294
1525268,1525298
1525268,1525302
1525268,1525306
1525494,1525508
1525494,1525512
1526498,1526512
1527334,1527348
1527334,1527352
1527334,1527356
1527334,1527360
1527334,1527364
1527334,1527368
1527334,1527372
1527580,1527594
1527580,1527598
1527580,1527602
1527696,1527710
1527696,1527714
1527696,1527718
1527696,1527722
1528154,1528168
1528154,1528172
1528154,1528176
1529708,1529722
1529708,1529726
1543030,1543044
1543030,1543048
1543030,1543052
1543164,1543178
1543444,1543458
1547206,1547220
1547206,1547224
1547206,1547228
1547330,1547344
1547330,1547348
1547620,1547634
1549290,1549304
1549870,1549884
1549984,1549998
1550492,1550506
1550492,1550510
1550492,1550514
1553870,1553884
1553870,1553888
1553870,1553892
1555254,1555268
1555254,1555272
1556574,1556588
1556780,1556794
1556896,1556910
1557022,1557036
1557022,1557040
1557022,1557044
1557022,1557048
1557022,1557052
1557144,1557158
1557144,1557162
1557834,1557848
1557834,1557852
1558352,1558366
1558612,1558626
1558612,1558630
1558764,1558778
1558764,1558782
1558764,1558786
1558866,1558880
1558866,1558884
1558866,1558888
1558866,1558892
1558994,1559008
1558994,1559012
1559076,1559090
1559144,1559158
1559144,1559162
1559374,1559388
1559374,1559392
1559374,1559396
1559374,1559400
1559374,1559404
1559374,1559408
1559374,1559412
1559374,1559416
1559374,1559420
1559374,1559424
1559374,1559428
1559374,1559432
1559374,1559436
1559888,1559902
1559888,1559906
1560068,1560082
1560534,1560548
1560534,1560552
1560534,1560556
1560534,1560560
1560672,1560686
1560672,1560690
1560672,1560694
1560816,1560830
1561260,1561274
1561260,1561278
1561260,1561282
1561502,1561516
1561502,1561520
1561502,1561524
1561502,1561528
1561502,1561532
1565496,1565510
1565660,1565674
1565660,1565678
1565660,1565682
1565660,1565686
1565660,1565690
1565660,1565694
1567326,1567340
1567326,1567344
1567326,1567348
1567326,1567352
1567824,1567838
1568132,1568146
1568352,1568366
1569434,1569448
1569434,1569452
1570520,1570534
1570520,1570538
1570520,1570542
1570964,1570978
1571294,1571308
1571436,1571450
1571436,1571454
1571544,1571558
1571718,1571732
1571914,1571928
1572048,1572062
1572216,1572230
1572216,1572234
1572216,1572238
1572216,1572242
1572216,1572246
1572216,1572250
1572216,1572254
1572216,1572258
1572216,1572262
1572216,1572266
1572216,1572270
1572216,1572274
1572216,1572278
1572446,1572460
1572446,1572464
1572446,1572468
1572608,1572622
1572608,1572626
1572608,1572630
1572608,1572634
1572608,1572638
1572608,1572642
1572608,1572646
1572608,1572650
1572608,1572654
1572608,1572658
1572608,1572662
1572608,1572666
1572608,1572670
1572608,1572674
1572608,1572678
1572608,1572682
1572952,1572966
1572952,1572970
1572952,1572974
1572952,1572978
1572952,1572982
1572952,1572986
1572952,1572990
1572952,1572994
1572952,1572998
1572952,1573002
1572952,1573006
1572952,1573010
1572952,1573014
1573178,1573192
1573178,1573196
1573178,1573200
1573178,1573204
1573292,1573306
1573292,1573310
1573292,1573314
1573292,1573318
1573412,1573426
1573412,1573430
1573412,1573434
1573412,1573438
1573412,1573442
1573532,1573546
1573532,1573550
1573532,1573554
1573532,1573558
1573658,1573672
1573658,1573676
1573658,1573680
1573658,1573684
1573658,1573688
1573658,1573692
1573658,1573696
1573776,1573790
1573776,1573794
1573776,1573798
1574140,1574154
1574140,1574158
1574140,1574162
1574140,1574166
1574140,1574170
1574140,1574174
1574508,1574522
1574508,1574526
1574508,1574530
1575958,1575972
1576220,1576234
1577676,1577690
1577824,1577838
1579362,1579376
1579362,1579380
1580794,1580808
1582000,1582014
1582156,1582170
1590976,1590990
1590976,1590994
1590976,1590998
1590976,1591002
1592720,1592734
1592720,1592738
1593548,1593562
1593728,1593742
1593728,1593746
1594044,1594058
1595442,1595456
1595442,1595460
1595598,1595612
1595598,1595616
1595718,1595732
1595990,1596004
1596764,1596778
1596764,1596782
1596764,1596786
1596764,1596790
1600120,1600134
1600670,1600684
1604109,1604123
1604109,1604127
1605101,1605115
1605101,1605119
1606791,1606805
1606949,1606963
1606949,1606967
1606949,1606971
1607059,1607073
1607059,1607077
1609499,1609513
1612789,1612803
1616355,1616369
1616355,1616373
1616355,1616377
1616355,1616381
1616355,1616385
1617845,1617859
1617845,1617863
1617845,1617867
1617845,1617871
1618133,1618147
1618133,1618151
1618133,1618155
1619441,1619455
1619441,1619459
1621621,1621635
1622601,1622615
1623055,1623069
1623055,1623073
1623055,1623077
1623055,1623081
1623055,1623085
1623055,1623089
1623055,1623093
1623055,1623097
1623055,1623101
1623055,1623105
1623055,1623109
1623055,1623113
1623055,1623117
1623055,1623121
1623353,1623367
1623353,1623371
1623353,1623375
1623961,1623975
1624361,1624375
1624361,1624379
1624361,1624383
1624361,1624387
1624361,1624391
1625099,1625113
1625385,1625399
1625385,1625403
1625385,1625407
1625385,1625411
1625385,1625415
1625385,1625419
1625385,1625423
1625385,1625427
1625385,1625431
1625619,1625633
1625619,1625637
1625619,1625641
1625763,1625777
1625763,1625781
1625763,1625785
1626787,1626801
1626787,1626805
1626787,1626809
1626787,1626813
1626787,1626817
1626787,1626821
1626787,1626825
1626787,1626829
1627031,1627045
1628075,1628089
1628075,1628093
1628075,1628097
1628075,1628101
1628783,1628797
1628917,1628931
1628917,1628935
1628917,1628939
1628917,1628943
1628917,1628947
1628917,1628951
1628917,1628955
1628917,1628959
1629493,1629507
1629493,1629511
1629709,1629723
1629709,1629727
1629965,1629979
1630823,1630837
1630823,1630841
1630823,1630845
1630823,1630849
1631057,1631071
1631057,1631075
1631391,1631405
1632259,1632273
1632549,1632563
1632809,1632823
1632809,1632827
1633243,1633257
1633993,1634007
1634351,1634365
1634351,1634369
1634351,1634373
1634351,1634377
1635863,1635877
1635863,1635881
1635863,1635885
1635863,1635889
1635863,1635893
1636317,1636331
1636317,1636335
1636317,1636339
1636317,1636343
1636317,1636347
1636317,1636351
1636317,1636355
1636317,1636359
1636539,1636553
1636681,1636695
1637043,1637057
1643347,1643361
1643347,1643365
1643347,1643369
1643347,1643373
1643347,1643377
1643613,1643627
1643613,1643631
1643613,1643635
1643761,1643775
1643761,1643779
1643761,1643783
1643761,1643787
1643761,1643791
1643865,1643879
1643865,1643883
1643865,1643887
1643865,1643891
1643865,1643895
1643865,1643899
1643865,1643903
1643865,1643907
1643865,1643911
1643865,1643915
1643865,1643919
1643865,1643923
1643865,1643927
1643865,1643931
1644025,1644039
1644025,1644043
1644347,1644361
1644421,1644435
1644421,1644439
1644901,1644915
1645139,1645153
1645139,1645157
1645283,1645297
1645587,1645601
1645713,1645727
1645853,1645867
1645853,1645871
1645853,1645875
1646053,1646067
1646053,1646071
1646615,1646629
1646615,1646633
1646735,1646749
1646735,1646753
1646735,1646757
1646735,1646761
1646735,1646765
1647169,1647183
1647169,1647187
1647621,1647635
1648255,1648269
1653051,1653065
1653051,1653069
1653051,1653073
1667215,1667229
1669809,1669823
1669809,1669827
1669809,1669831
1669809,1669835
1669809,1669839
1675207,1675221
1678125,1678139
1694257,1694271
1694257,1694275
1694257,1694279
1694503,1694517
1695251,1695265
1695251,1695269
1695251,1695273
1696629,1696643
1697257,1697271
1698955,1698969
1700157,1700171
1700399,1700413
1701029,1701043
1701127,1701141
1701127,1701145
1703235,1703249
1703235,1703253
1703235,1703257
1703235,1703261
1703235,1703265
1703235,1703269
1703235,1703273
1703235,1703277
1703235,1703281
1703938,1703952
1703938,1703956
1703938,1703960
1703938,1703964
1703938,1703968
1703938,1703972
1703938,1703976
1703938,1703980
1703938,1703984
1703938,1703988
1703938,1703992
1703938,1703996
1711252,1711266
1716430,1716444
1716430,1716448
1719002,1719016
1719002,1719020
1719002,1719024
1719002,1719028
1719002,1719032
1724068,1724082
1724454,1724468
1724752,1724766
1724752,1724770
1728388,1728402
1729284,1729298
1729284,1729302
1729284,1729306
1729284,1729310
1729756,1729770
1729756,1729774
1730694,1730708
1730694,1730712
1731948,1731962
1733338,1733352
1733338,1733356
1733338,1733360
1733338,1733364
1733660,1733674
1733928,1733942
1733928,1733946
1734218,1734232
1734218,1734236
1734218,1734240
1734218,1734244
1734218,1734248
1734218,1734252
1734218,1734256
1734218,1734260
1734332,1734346
1734332,1734350
1734332,1734354
1734332,1734358
1734332,1734362
1734332,1734366
1734332,1734370
1734332,1734374
1734332,1734378
1734332,1734382
1734332,1734386
1734622,1734636
1735512,1735526
1736210,1736224
1736210,1736228
1736210,1736232
1736444,1736458
1736444,1736462
1736444,1736466
1736444,1736470
1736444,1736474
1736444,1736478
1736710,1736724
1736710,1736728
1736710,1736732
1736762,1736776
1736762,1736780
1736762,1736784
1736762,1736788
1736762,1736792
1736762,1736796
1736762,1736800
1736762,1736804
1736762,1736808
1736762,1736812
1736762,1736816
1736762,1736820
1736762,1736824
1736762,1736828
1736762,1736832
1736762,1736836
1736762,1736840
1736762,1736844
1736762,1736848
1737296,1737310
1737296,1737314
1737296,1737318
1737618,1737632
1737618,1737636
1737618,1737640
1737618,1737644
1737756,1737770
1737756,1737774
1737756,1737778
1738016,1738030
1738016,1738034
1738016,1738038
1738016,1738042
1738148,1738162
1738148,1738166
1738592,1738606
1738592,1738610
1738592,1738614
1738592,1738618
1738770,1738784
1738770,1738788
1738770,1738792
1738770,1738796
1738770,1738800
1738770,1738804
1738770,1738808
1738770,1738812
1738770,1738816
1738960,1738974
1739170,1739184
1739170,1739188
1739170,1739192
1739376,1739390
1739376,1739394
1739376,1739398
1739376,1739402
1739376,1739406
1739844,1739858
1739844,1739862
1739844,1739866
1739844,1739870
1739844,1739874
1739844,1739878
1739844,1739882
1740394,1740408
1740900,1740914
1740984,1740998
1740984,1741002
1740984,1741006
1740984,1741010
1741346,1741360
1741346,1741364
1741710,1741724
1742994,1743008
1743448,1743462
1744658,1744672
1744658,1744676
1744884,1744898
1744884,1744902
1745882,1745896
1746702,1746716
1747140,1747154
1747140,1747158
1747140,1747162
1747626,1747640
1747626,1747644
1747626,1747648
1747626,1747652
1748344,1748358
1748344,1748362
1748422,1748436
1748422,1748440
1748422,1748444
1748422,1748448
1748566,1748580
1748566,1748584
1748566,1748588
1748566,1748592
1748566,1748596
1748566,1748600
1748566,1748604
1748566,1748608
1748782,1748796
1748782,1748800
1748782,1748804
1748782,1748808
1749298,1749312
1749702,1749716
1749898,1749912
1763644,1763658
1767934,1767948
1769956,1769970
1771574,1771588
1771574,1771592
1771706,1771720
1771706,1771724
1771946,1771960
1772096,1772110
1772096,1772114
1772294,1772308
1772386,1772400
1772386,1772404
1772386,1772408
1772386,1772412
1772386,1772416
1772386,1772420
1772386,1772424
1772744,1772758
1772744,1772762
1772906,1772920
1772906,1772924
1773046,1773060
1773046,1773064
1773046,1773068
1773108,1773122
1773108,1773126
1773108,1773130
1773108,1773134
1773108,1773138
1773242,1773256
1773654,1773668
1773654,1773672
1773654,1773676
1773654,1773680
1773654,1773684
1773654,1773688
1773654,1773692
1773654,1773696
1773654,1773700
1773654,1773704
1773654,1773708
1773654,1773712
1774206,1774220
1774206,1774224
1774206,1774228
1774370,1774384
1775006,1775020
1775006,1775024
1775006,1775028
1775006,1775032
1775006,1775036
1776114,1776128
1776338,1776352
1776442,1776456
1776442,1776460
1776856,1776870
1777172,1777186
1777172,1777190
1777172,1777194
1777172,1777198
1777172,1777202
1777172,1777206
1777172,1777210
1777172,1777214
1777324,1777338
1777324,1777342
1777442,1777456
1778432,1778446
1778738,1778752
1778738,1778756
1779396,1779410
1779396,1779414
1779396,1779418
1786594,1786608
1786594,1786612
1786928,1786942
1786928,1786946
1786928,1786950
1786928,1786954
1786928,1786958
1786928,1786962
1786928,1786966
1786928,1786970
1786928,1786974
1786928,1786978
1786928,1786982
1786928,1786986
1786928,1786990
1786928,1786994
1786928,1786998
1786928,1787002
1786928,1787006
1786928,1787010
1786928,1787014
1786928,1787018
1786928,1787022
1786928,1787026
1786928,1787030
1786928,1787034
1786928,1787038
1786928,1787042
1786928,1787046
1786928,1787050
1786928,1787054
1786928,1787058
1786928,1787062
1786928,1787066
1786928,1787070
1786928,1787074
1786928,1787078
1786928,1787082
1786928,1787086
1786928,1787090
1786928,1787094
1786928,1787098
1786928,1787102
1786928,1787106
1786928,1787110
1786928,1787114
1786928,1787118
1786928,1787122
1786928,1787126
1786928,1787130
1786928,1787134
1786928,1787138
1786928,1787142
1787964,1787978
1789860,1789874
1791650,1791664
1792114,1792128
1792114,1792132
1792830,1792844
1792830,1792848
1792830,1792852
1792830,1792856
1792830,1792860
1792830,1792864
1792830,1792868
1792830,1792872
1792830,1792876
1795678,1795692
1800298,1800312
1801638,1801652
1804318,1804332
1806636,1806650
1806922,1806936
1807616,1807630
1808666,1808680
1808666,1808684
1808666,1808688
1808894,1808908
1808894,1808912
1808984,1808998
1808984,1809002
1809778,1809792
1810288,1810302
1811304,1811318
1813756,1813770
1813756,1813774
1813756,1813778
1813756,1813782
1813994,1814008
1814684,1814698
1814684,1814702
1814684,1814706
1814684,1814710
1814684,1814714
1814684,1814718
1820221,1820235
1820221,1820239
1821919,1821933
1824735,1824749
1824735,1824753
1828381,1828395
1830859,1830873
1830859,1830877
1833693,1833707
1834011,1834025
1834011,1834029
1834647,1834661
1837063,1837077
1838057,1838071
1838057,1838075
1838057,1838079
1838327,1838341
1838327,1838345
1838327,1838349
1838327,1838353
1840855,1840869
1840855,1840873
1840855,1840877
1840855,1840881
1841337,1841351
1841337,1841355
1841337,1841359
1841337,1841363
1842185,1842199
1842501,1842515
1842501,1842519
1842501,1842523
1842501,1842527
1842501,1842531
1842501,1842535
1842703,1842717
1842703,1842721
1842703,1842725
1843963,1843977
1845883,1845897
1846025,1846039
1846025,1846043
1847409,1847423
1849167,1849181
